raw_label,clean_label
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Malignant subcutaneous.,Malignant subcutaneous
Infectious hypodermal.,Infectious hypodermal
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Metastatic intramuscular.,Metastatic intramuscular
Inflammatory epidermal.,Inflammatory epidermal
Inflammatory epidermal.,Inflammatory epidermal
Infectious hypodermal.,Infectious hypodermal
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Metastatic intramuscular.,Metastatic intramuscular
Inflammatory epidermal.,Inflammatory epidermal
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Malignant subcutaneous.,Malignant subcutaneous
Inflammatory epidermal.,Inflammatory epidermal
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Infectious hypodermal.,Infectious hypodermal
Infectious hypodermal.,Infectious hypodermal
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Inflammatory epidermal.,Inflammatory epidermal
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Inflammatory epidermal.,Inflammatory epidermal
Infectious hypodermal.,Infectious hypodermal
Malignant subcutaneous.,Malignant subcutaneous
Genetic vascular.,Genetic vascular
Infectious hypodermal.,Infectious hypodermal
Malignant dermal.,Malignant dermal
Invasive melanocytic.,Invasive melanocytic
Malignant dermal.,Malignant dermal
Malignant dermal.,Malignant dermal
Premalignant dermal.,Premalignant dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Premalignant dermal.,Premalignant dermal
Premalignant dermal.,Premalignant dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Premalignant dermal.,Premalignant dermal
Malignant dermal.,Malignant dermal
Invasive melanocytic.,Invasive melanocytic
Premalignant dermal.,Premalignant dermal
Premalignant dermal.,Premalignant dermal
Invasive melanocytic.,Invasive melanocytic
Invasive melanocytic.,Invasive melanocytic
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Cancerous superficial.,Cancerous superficial
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Cancerous superficial.,Cancerous superficial
Cancerous superficial.,Cancerous superficial
Malignant dermal.,Malignant dermal
Malignant dermal.,Malignant dermal
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
